run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,lookup,False,False,False,missing tool call clarify; extra tool call lookup
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup,False,False,False,"query: expected 'AI', got 'AI news today'; missing tool call social_search"
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news today'"
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T105415154940,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news'; topic: expected 'news', got None"
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 5.875251145s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 5.30003186s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '5s'}]}}"
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 4.721364274s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '4s'}]}}"
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 2.932658085s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '2s'}]}}"
v0_B_base_gemini_20260729T113257415431,v0,v0+pf8ee1e8978e8+t7faf91f0b7b7,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.5-flash-lite\nPlease retry in 2.364600079s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '2s'}]}}"
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R01_user_tweets_routing,False,wrong_tool,provider_error,timeline,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R02_search_tweets_routing,False,wrong_tool,provider_error,social_search,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R03_web_news_routing,False,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R04_read_url_routing,False,wrong_tool,provider_error,fetch,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R05_limit_arg,False,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R06_timeframe_arg,False,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R07_search_type_arg,False,wrong_arg_value,provider_error,social_search,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R08_out_of_scope,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R09_no_tool_capability,False,unnecessary_tool,provider_error,no_tool,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R10_missing_handle,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R11_missing_url,False,missing_info,provider_error,clarify,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R12_confirm_before_send,False,wrong_boundary,provider_error,clarify,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R13_parallel_web_and_tweets,False,wrong_tool,provider_error,lookup|social_search,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,R14_out_of_scope_coding,False,out_of_scope,provider_error,no_tool,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M01_clarify_then_fill,True,missing_info,provider_error,timeline,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M02_carryover_timeframe,True,wrong_arg_value,provider_error,lookup,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M03_correction_handle,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M05_correction_limit,True,wrong_arg_value,provider_error,timeline,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v0_B_base_openrouter_20260729T110924921980,v0,v0+p7267a5fc459d+teb4329d15a25,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,RuntimeError: Missing API key env var: OPENROUTER_API_KEY
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news artificial intelligence breakthroughs today'"
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R05_limit_arg,False,wrong_arg_value,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup,False,False,False,"query: expected 'AI', got 'AI news today'; topic: expected 'news', got None; missing tool call social_search"
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M01_clarify_then_fill,True,missing_info,missing_tool_call,timeline,clarify,False,False,False,missing tool call timeline; extra tool call clarify
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M02_carryover_timeframe,True,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'robotics', got 'robotics news today'"
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260729T110238928687,v1,v1+p7267a5fc459d+teb4329d15a25,base,M06_switch_tool,True,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'OpenAI', got 'OpenAI news'"
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260729T114404092971,v3,v3+pf8ee1e8978e8+t7faf91f0b7b7,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
